"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"GEEKAYWIRE","Geekay Wires Limited","EQ"," Interim Dividend - Rs  2 Per Share","1","03-Sep-2020","04-Sep-2020","-","-"
"GRSE","Garden Reach Shipbuilders & Engineers Limited","EQ"," Annual General Meeting/Dividend - Rs 1.40 Per Share","10","03-Sep-2020","-","05-Sep-2020","11-Sep-2020"
"PILANIINVS","Pilani Investment and Industries Corporation Limited","EQ"," Annual General Meeting/Dividend - Rs  25 Per Share","10","03-Sep-2020","-","05-Sep-2020","11-Sep-2020"
"BHARATWIRE","Bharat Wire Ropes Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","07-Sep-2020","15-Sep-2020"
"TTKHLTCARE","TTK Healthcare Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","03-Sep-2020","-","07-Sep-2020","11-Sep-2020"
"SASTASUNDR","Sastasundar Ventures Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","05-Sep-2020","11-Sep-2020"
"ARIHANTSUP","Arihant Superstructures Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","05-Sep-2020","11-Sep-2020"
"697GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","03-Sep-2020","05-Sep-2020","-","-"
"SNOWMAN","Snowman Logistics Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","05-Sep-2020","15-Sep-2020"
"CREST","Crest Ventures Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","10","03-Sep-2020","-","05-Sep-2020","12-Sep-2020"
"SOLARINDS","Solar Industries India Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","2","03-Sep-2020","-","05-Sep-2020","16-Sep-2020"
"MANALIPETC","Manali Petrochemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 0.75 Per Share","5","03-Sep-2020","-","07-Sep-2020","16-Sep-2020"
"DHANUKA","Dhanuka Agritech Limited","EQ"," Annual General Meeting","2","03-Sep-2020","-","05-Sep-2020","15-Sep-2020"
"CENTEXT","Century Extrusions Limited","EQ"," Annual General Meeting","1","03-Sep-2020","-","06-Sep-2020","12-Sep-2020"
"CHENNPETRO","Chennai Petroleum Corporation Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","05-Sep-2020","11-Sep-2020"
"EMMBI","Emmbi Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.40 Per Share","10","03-Sep-2020","-","06-Sep-2020","12-Sep-2020"
"KOPRAN","Kopran Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","07-Sep-2020","09-Sep-2020"
"HINDALCO","Hindalco Industries Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","03-Sep-2020","-","05-Sep-2020","10-Sep-2020"
"PTL","PTL Enterprises Limited","EQ"," Interim Dividend - Rs 2.50 Per Share","1","03-Sep-2020","05-Sep-2020","-","-"
"SURYAROSNI","Surya Roshni Limited","EQ"," Dividend - Rs 2 Per Share","5","03-Sep-2020","04-Sep-2020","-","-"
"HEG","HEG Limited","EQ"," Annual General Meeting","2","03-Sep-2020","-","05-Sep-2020","11-Sep-2020"
"CENTUM","Centum Electronics Limited","EQ"," Dividend - Rs 2.50 Per Sh","10","03-Sep-2020","04-Sep-2020","-","-"
"PNBGILTS","PNB Gilts Limited","EQ"," Dividend - Rs 3 Per Share","10","03-Sep-2020","05-Sep-2020","-","-"
"MUNJALAU","Munjal Auto Industries Limited","EQ"," Annual General Meeting","2","03-Sep-2020","-","07-Sep-2020","12-Sep-2020"
"BANCOINDIA","Banco Products (I) Limited","EQ"," Annual General Meeting","2","03-Sep-2020","-","05-Sep-2020","22-Sep-2020"
"JOCIL","Jocil Limited","EQ"," Dividend - Rs 3 Per Share","10","03-Sep-2020","-","05-Sep-2020","12-Sep-2020"
"TATASTLLP","Tata Steel Long Products Limited","EQ"," Annual General Meeting","10","03-Sep-2020","-","05-Sep-2020","14-Sep-2020"
"OAL","Oriental Aromatics Limited","EQ"," Annual General Meeting","5","04-Sep-2020","-","08-Sep-2020","15-Sep-2020"
"ZUARIIND","ZUARI INDUSTRIES LIMITED","EQ"," Annual General Meeting/Dividend - Re 1  Per Sh","10","04-Sep-2020","-","08-Sep-2020","14-Sep-2020"
"TRANSWORLD","TRANSWORLD SHIPPING LINES LIMITED","EQ"," Annual General Meeting","10","04-Sep-2020","-","08-Sep-2020","15-Sep-2020"
"SHALBY","Shalby Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","10","04-Sep-2020","-","08-Sep-2020","14-Sep-2020"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","10","04-Sep-2020","-","08-Sep-2020","15-Sep-2020"
"INGERRAND","Ingersoll Rand (India) Limited","EQ"," Annual General Meeting","10","04-Sep-2020","-","08-Sep-2020","11-Sep-2020"
"DIVISLAB","Divi's Laboratories Limited","EQ"," Annual General Meeting","2","04-Sep-2020","-","08-Sep-2020","14-Sep-2020"
"TIJARIA","Tijaria Polypipes Limited","EQ"," Annual General Meeting","10","04-Sep-2020","-","08-Sep-2020","14-Sep-2020"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","EQ"," Annual General Meeting","2","04-Sep-2020","-","08-Sep-2020","14-Sep-2020"
"GNA","GNA Axles Limited","EQ"," Annual General Meeting","10","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"CDSL","Central Depository Services (India) Limited","EQ"," Dividend - Rs 4.50 Per Share","10","07-Sep-2020","08-Sep-2020","-","-"
"74GS2035","GOVERNMENT OF INDIA","GS"," Interest Payment","100","07-Sep-2020","08-Sep-2020","-","-"
"HIKAL","Hikal Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Share","2","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"TEXINFRA","Texmaco Infrastructure & Holdings Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Share","1","07-Sep-2020","-","09-Sep-2020","14-Sep-2020"
"NCC","NCC Limited","EQ"," Dividend - Rs 0.20 Per Share","2","07-Sep-2020","-","09-Sep-2020","11-Sep-2020"
"HIRECT","Hind Rectifiers Limited","EQ"," Annual General Meeting/Dividend - Rs 0.80 Per Share","2","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"IVP","IVP Limited","EQ"," Annual General Meeting","10","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"SUBROS","Subros Limited","EQ"," Dividend - Rs 0.80 Per Share","2","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"KKCL","Kewal Kiran Clothing Limited","EQ"," Dividend - Re 1 Per Share","10","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"KABRAEXTRU","Kabra Extrusion Technik Limited","EQ"," Annual General Meeting","5","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"NRBBEARING","NRB Bearing Limited","EQ"," Annual General Meeting","2","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"ELECTCAST","Electrosteel Castings Limited","EQ"," Dividend - Rs 0.30 Per Share","1","07-Sep-2020","-","09-Sep-2020","15-Sep-2020"
"SHRENIK","Shrenik Limited","EQ"," Dividend - Rs 0.20 Per Share","1","08-Sep-2020","09-Sep-2020","-","-"
"KRISHANA","Krishana Phoschem Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","10","08-Sep-2020","09-Sep-2020","-","-"
"INSPIRISYS","Inspirisys Solutions Limited","EQ"," Annual General Meeting","10","08-Sep-2020","-","10-Sep-2020","16-Sep-2020"
"NITINSPIN","Nitin Spinners Limited","EQ"," Annual General Meeting/Dividend - Rs 0.60 Per Share","10","08-Sep-2020","-","10-Sep-2020","16-Sep-2020"
"TVSSRICHAK","TVS Srichakra Limited","EQ"," Annual General Meeting","10","08-Sep-2020","-","10-Sep-2020","16-Sep-2020"
"HERCULES","HERCULES INVESTMENTS LIMITED","EQ"," Annual General Meeting/Dividend - Rs 1.80 Per Share","1","08-Sep-2020","-","10-Sep-2020","16-Sep-2020"
"UMANGDAIRY","Umang Dairies Limited","EQ"," Dividend - Rs 0.50 Per Share","5","08-Sep-2020","-","10-Sep-2020","16-Sep-2020"
"AGI","AGI Greenpac Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","2","09-Sep-2020","-","11-Sep-2020","19-Sep-2020"
"SIRCA","Sirca Paints India Limited","EQ"," Annual General Meeting","10","09-Sep-2020","-","11-Sep-2020","18-Sep-2020"
"RADIOCITY","Music Broadcast Limited","EQ"," Annual General Meeting","2","09-Sep-2020","-","11-Sep-2020","15-Sep-2020"
"GUJGASLTD","Gujarat Gas Limited","EQ"," Dividend - Rs 1.25 Per Share","2","09-Sep-2020","10-Sep-2020","-","-"
"1018GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","09-Sep-2020","10-Sep-2020","-","-"
"SALZERELEC","Salzer Electronics Limited","EQ"," Annual General Meeting","10","09-Sep-2020","-","11-Sep-2020","12-Sep-2020"
"LGBFORGE","LGB Forge Limited","EQ"," Annual General Meeting","1","09-Sep-2020","-","11-Sep-2020","17-Sep-2020"
"GSPL","Gujarat State Petronet Limited","EQ"," Dividend - Rs 2 Per Share","10","09-Sep-2020","10-Sep-2020","-","-"
"SUMEETINDS","Sumeet Industries Limited","EQ"," Annual General Meeting","2","09-Sep-2020","-","11-Sep-2020","17-Sep-2020"
"IGARASHI","Igarashi Motors India Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","10","09-Sep-2020","-","11-Sep-2020","17-Sep-2020"
"SCI","Shipping Corporation Of India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.75 Per Share","10","09-Sep-2020","-","11-Sep-2020","18-Sep-2020"
"SUPREMEIND","Supreme Industries Limited","EQ"," Annual General Meeting","2","09-Sep-2020","-","11-Sep-2020","17-Sep-2020"
"UFLEX","UFLEX Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","09-Sep-2020","-","11-Sep-2020","17-Sep-2020"
"TNPL","Tamil Nadu Newsprint & Papers Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","10","09-Sep-2020","-","11-Sep-2020","18-Sep-2020"
"GREENPANEL","Greenpanel Industries Limited","EQ"," Annual General Meeting","1","10-Sep-2020","-","14-Sep-2020","18-Sep-2020"
"EMAMILTD","Emami Limited","EQ"," Annual General Meeting","1","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"GMRAIRPORT","GMR AIRPORTS LIMITED","EQ"," Annual General Meeting","1","10-Sep-2020","-","14-Sep-2020","21-Sep-2020"
"HUDCO","Housing & Urban Development Corporation Limited","EQ"," Dividend - Rs 2.35 Per Share","10","10-Sep-2020","12-Sep-2020","-","-"
"DFMFOODS","DFM Foods Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","14-Sep-2020","21-Sep-2020"
"BIGBLOC","Bigbloc Construction Limited","EQ"," Annual General Meeting/Dividend - Rs 0.25 Per Share","2","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"FINEORG","Fine Organic Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","5","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"TREJHARA","TREJHARA SOLUTIONS LIMITED","EQ"," Annual General Meeting","10","10-Sep-2020","-","12-Sep-2020","19-Sep-2020"
"GOCLCORP","GOCL Corporation Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Sh","2","10-Sep-2020","-","14-Sep-2020","17-Sep-2020"
"UNOMINDA","UNO Minda Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","12-Sep-2020","19-Sep-2020"
"ZENTEC","Zen Technologies Limited","EQ"," Annual General Meeting/Dividend - Rs 0.40 Per Share","1","10-Sep-2020","11-Sep-2020","-","-"
"ORICONENT","Oricon Enterprises Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","13-Sep-2020","23-Sep-2020"
"DIAMONDYD","Prataap Snacks Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","5","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"AARVI","Aarvi Encon Limited","EQ"," Dividend - Re 1 Per Share","10","10-Sep-2020","11-Sep-2020","-","-"
"LINDEINDIA","Linde India Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share And Special Dividend - Rs 7.50 Per Share","10","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"GULFOILLUB","Gulf Oil Lubricants India Limited","EQ"," Dividend - Rs 7 Per Share","2","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"APOLSINHOT","Apollo Sindoori Hotels Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","5","10-Sep-2020","-","12-Sep-2020","17-Sep-2020"
"GULPOLY","Gulshan Polyols Limited","EQ"," Annual General Meeting","1","10-Sep-2020","-","12-Sep-2020","19-Sep-2020"
"RUPA","Rupa & Company Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Sh","1","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"RUSHIL","Rushil Decor Limited","EQ"," Rights 1:3 @ Premium Rs 40/-","1","10-Sep-2020","11-Sep-2020","-","-"
"AURIONPRO","Aurionpro Solutions Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","12-Sep-2020","19-Sep-2020"
"BANSWRAS","Banswara Syntex Limited","EQ"," Annual General Meeting","5","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"MOIL","MOIL Limited","EQ"," Dividend - Rs 3 Per Share","10","10-Sep-2020","11-Sep-2020","-","-"
"ZEEL","Zee Entertainment Enterprises Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","1","10-Sep-2020","11-Sep-2020","-","-"
"SUNFLAG","Sunflag Iron And Steel Company Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","12-Sep-2020","21-Sep-2020"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ"," Annual General Meeting/Dividend - Rs 9 Per Share","5","10-Sep-2020","11-Sep-2020","-","-"
"UGARSUGAR","The Ugar Sugar Works Limited","EQ"," Dividend - Rs 0.10 Per Share","1","10-Sep-2020","-","12-Sep-2020","23-Sep-2020"
"PDPL","Parenteral Drugs (India) Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","14-Sep-2020","19-Sep-2020"
"GREENPOWER","Orient Green Power Company Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","14-Sep-2020","25-Sep-2020"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"SARDAEN","Sarda Energy & Minerals Limited","EQ"," Dividend - Rs 5 Per Share","1","10-Sep-2020","-","14-Sep-2020","17-Sep-2020"
"AARTIIND","Aarti Industries Limited","EQ"," Dividend - Re 1 Per Share","5","10-Sep-2020","11-Sep-2020","-","-"
"PRAJIND","Praj Industries Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"MRPL","Mangalore Refinery and Petrochemicals Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","14-Sep-2020","18-Sep-2020"
"RKFORGE","Ramkrishna Forgings Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","12-Sep-2020","19-Sep-2020"
"IPCALAB","IPCA Laboratories Limited","EQ"," Annual General Meeting","1","10-Sep-2020","-","12-Sep-2020","17-Sep-2020"
"JAGRAN","Jagran Prakashan Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","13-Sep-2020","23-Sep-2020"
"DLINKINDIA","D-Link (India) Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"RIIL","Reliance Industrial Infrastructure Limited","EQ"," Dividend - Rs 3 Per Share","10","10-Sep-2020","11-Sep-2020","-","-"
"SPLIL","SPL Industries Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","13-Sep-2020","18-Sep-2020"
"NDTV","New Delhi Television Limited","EQ"," Annual General Meeting","4","10-Sep-2020","-","14-Sep-2020","16-Sep-2020"
"HEIDELBERG","HeidelbergCement India Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","10","10-Sep-2020","11-Sep-2020","-","-"
"SICAGEN","Sicagen India Limited","EQ"," Dividend - Rs 0.50 Per Share","10","10-Sep-2020","-","12-Sep-2020","17-Sep-2020"
"SPIC","Southern Petrochemicals Industries Corporation  Limited","EQ"," Annual General Meeting","10","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"HNDFDS","Hindustan Foods Limited","EQ"," Annual General Meeting","2","10-Sep-2020","-","12-Sep-2020","18-Sep-2020"
"EMAMIPAP","Emami Paper Mills Limited","EQ"," Annual General Meeting","2","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"FIEMIND","Fiem Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"762GS2039","GOVERNMENT OF INDIA","GS"," Interest Payment","100","11-Sep-2020","14-Sep-2020","-","-"
"SANCO","Sanco Industries Limited","EQ"," Annual General Meeting","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"SALONA","Salona Cotspin Limited","EQ"," Annual General Meeting","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"BLS","BLS International Services Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","1","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"AVADHSUGAR","Avadh Sugar & Energy Limited","EQ"," Dividend - Rs 4 Per Share","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"BAJAJCON","Bajaj Consumer Care Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","1","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"WABAG","VA Tech Wabag Limited","EQ"," Annual General Meeting","2","11-Sep-2020","-","15-Sep-2020","23-Sep-2020"
"INDTERRAIN","Indian Terrain Fashions Limited","EQ"," Annual General Meeting","2","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"UMESLTD","Usha Martin Education & Solutions Limited","EQ"," Annual General Meeting","1","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"VSSL","Vardhman Special Steels Limited","EQ"," Annual General Meeting","10","11-Sep-2020","-","15-Sep-2020","25-Sep-2020"
"NECLIFE","Nectar Lifesciences Limited","EQ"," Annual General Meeting/Dividend - Rs 0.05 Per Share","1","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"AKSHOPTFBR","Aksh Optifibre Limited","EQ"," Annual General Meeting","5","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"CELEBRITY","Celebrity Fashions Limited","EQ"," Annual General Meeting","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"FACT","Fertilizers and Chemicals Travancore Limited","EQ"," Annual General Meeting","10","11-Sep-2020","-","15-Sep-2020","23-Sep-2020"
"SUVEN","Suven Life Sciences Limited","EQ"," Annual General Meeting","1","11-Sep-2020","-","15-Sep-2020","17-Sep-2020"
"ENGINERSIN","Engineers India Limited","EQ"," Dividend - Rs 1.55 Per Share","5","11-Sep-2020","14-Sep-2020","-","-"
"HONDAPOWER","Honda India Power Products Limited","EQ"," Annual General Meeting/Dividend - Rs 12.50 Per Share","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"INDNIPPON","India Nippon Electricals Limited","EQ"," Annual General Meeting","5","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ"," Annual General Meeting","10","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"TATASTLBSL","Tata Steel Bsl Limited","EQ"," Annual General Meeting","2","11-Sep-2020","-","15-Sep-2020","21-Sep-2020"
"SIGMAADV","SIGMA ADVANCED SYSTEMS LIMITED","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"BALRAMCHIN","Balrampur Chini Mills Limited","EQ"," Annual General Meeting","1","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"ANTELOPUS","Antelopus Selan Energy Limited","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","23-Sep-2020"
"KDDL","KDDL Limited","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","23-Sep-2020"
"MAGADSUGAR","Magadh Sugar & Energy Limited","EQ"," Dividend - Rs 4 Per Share","10","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"SPECIALITY","Speciality Restaurants Limited","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"SUPERHOUSE","Superhouse Limited","EQ"," Annual General Meeting/Dividend - Rs 0.80 Per Sh","10","14-Sep-2020","-","16-Sep-2020","30-Sep-2020"
"GANECOS","Ganesha Ecosphere Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"COALINDIA","Coal India Limited","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","23-Sep-2020"
"HCLTECH","HCL Technologies Limited","EQ"," Dividend - Rs 2 Per Share","2","14-Sep-2020","-","16-Sep-2020","17-Sep-2020"
"PFS","PTC India Financial Services Limited","EQ"," Annual General Meeting/Dividend - Rs 0.45 Per Share","10","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"MRF","MRF Limited","EQ"," Annual General Meeting/Dividend - Rs 94 Per Share","10","14-Sep-2020","-","16-Sep-2020","24-Sep-2020"
"SILINV","SIL Investments Limited","EQ"," Dividend - Rs 2.50 Per Share","10","14-Sep-2020","15-Sep-2020","-","-"
"MANUGRAPH","Manugraph India Limited","EQ"," Annual General Meeting","2","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"GSFC","Gujarat State Fertilizers & Chemicals Limited","EQ"," Dividend - Rs 1.20 Per Share","2","14-Sep-2020","-","16-Sep-2020","30-Sep-2020"
"SUPPETRO","Supreme Petrochem Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","14-Sep-2020","-","16-Sep-2020","18-Sep-2020"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"JINDRILL","Jindal Drilling And Industries Limited","EQ"," Dividend - Rs 0.50 Per Share","5","14-Sep-2020","15-Sep-2020","-","-"
"PRIMESECU","Prime Securities Limited","EQ"," Annual General Meeting","5","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"PTL","PTL Enterprises Limited","EQ"," Annual General Meeting","1","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"ALPSINDUS","Alps Industries Limited","EQ"," Annual General Meeting","10","14-Sep-2020","-","16-Sep-2020","17-Sep-2020"
"SUTLEJTEX","Sutlej Textiles and Industries Limited","EQ"," Dividend - Rs 0.30 Per Share","1","14-Sep-2020","15-Sep-2020","-","-"
"NAUKRI","Info Edge (India) Limited","EQ"," Annual General Meeting","2","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"MAHSEAMLES","Maharashtra Seamless Limited","EQ"," Dividend - Rs 2.50 Per Share","5","14-Sep-2020","15-Sep-2020","-","-"
"TAJGVK","Taj GVK Hotels & Resorts Limited","EQ"," Annual General Meeting","2","14-Sep-2020","-","16-Sep-2020","24-Sep-2020"
"JKTYRE","JK Tyre & Industries Limited","EQ"," Dividend - Rs 0 .70 Per Share","2","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"PTC","PTC India Limited","EQ"," Dividend - Rs 5.50 Per Share","10","14-Sep-2020","15-Sep-2020","-","-"
"AEGISLOG","Aegis Logistics Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","1","14-Sep-2020","-","16-Sep-2020","22-Sep-2020"
"CEMPRO","Cemindia Projects Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","1","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"USHAMART","Usha Martin Limited","EQ"," Annual General Meeting","1","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"PRINCEPIPE","Prince Pipes And Fittings Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"WELSPUNLIV","Welspun Living Limited","EQ"," Annual General Meeting","1","15-Sep-2020","-","17-Sep-2020","18-Sep-2020"
"VIPCLOTHNG","VIP Clothing Limited","EQ"," Annual General Meeting","2","15-Sep-2020","-","17-Sep-2020","24-Sep-2020"
"PPL","Prakash Pipes Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","10","15-Sep-2020","-","17-Sep-2020","19-Sep-2020"
"INOXWIND","Inox Wind Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"SANDHAR","Sandhar Technologies Limited","EQ"," Annual General Meeting/Dividend - Rs 0.75 Per Share","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"DVL","Dhunseri Ventures Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"GANGESSECU","Ganges Securities Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"668GS2031","GOVERNMENT OF INDIA","GS"," Interest Payment","100","15-Sep-2020","16-Sep-2020","-","-"
"JTEKTINDIA","Jtekt India Limited","EQ"," Dividend - Rs 0.35 Per Share","1","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"KHADIM","Khadim India Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"ENIL","Entertainment Network (India) Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"XCHANGING","Xchanging Solutions Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"ROSSELLIND","Rossell India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Share","2","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ"," Annual General Meeting","1","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"DENORA","De Nora India Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"DLF","DLF Limited","EQ"," Annual General Meeting/Dividend - Rs 0.80 Per Share","2","15-Sep-2020","16-Sep-2020","-","-"
"COMPUSOFT","Compucom Software Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","2","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"IMFA","Indian Metals & Ferro Alloys Limited","EQ"," Annual General Meeting","10","15-Sep-2020","-","17-Sep-2020","18-Sep-2020"
"BEL","Bharat Electronics Limited","EQ"," Annual General Meeting/Dividend - Rs 1.40 Per Share","1","15-Sep-2020","-","17-Sep-2020","20-Sep-2020"
"PRECWIRE","Precision Wires India Limited","EQ"," Annual General Meeting","1","15-Sep-2020","-","17-Sep-2020","23-Sep-2020"
"TALBROAUTO","Talbros Automotive Components Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","2","15-Sep-2020","-","17-Sep-2020","25-Sep-2020"
